nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure
      2570, 2.965174516E-02, 1.247550033E-01, 8.940495877E-02, 9.609446666E+04
      2571, 2.961855040E-02, 1.247765351E-01, 8.951268375E-02, 9.613697288E+04
      2572, 2.958982228E-02, 1.247951696E-01, 8.960591334E-02, 9.610525341E+04
      2573, 3.147268199E-02, 1.233799648E-01, 8.242549552E-02, 9.464888174E+04
      2574, 3.167238249E-02, 1.231685828E-01, 8.128765448E-02, 9.465468831E+04
      2575, 3.128220175E-02, 1.235700435E-01, 8.342888227E-02, 9.465752323E+04
      2576, 3.109909593E-02, 1.237410219E-01, 8.431009932E-02, 9.467592266E+04
      2577, 3.092219761E-02, 1.238946068E-01, 8.508105051E-02, 9.471384779E+04
      2578, 3.075066736E-02, 1.240245817E-01, 8.575450842E-02, 9.477774864E+04
      2579, 3.057740109E-02, 1.241433478E-01, 8.633685586E-02, 9.486435295E+04
      2580, 3.042248032E-02, 1.242477452E-01, 8.684468737E-02, 9.495781370E+04
      2581, 3.028560452E-02, 1.243363996E-01, 8.728783165E-02, 9.506174307E+04
      2582, 3.016632132E-02, 1.244136581E-01, 8.767400962E-02, 9.518193338E+04
      2583, 3.006249703E-02, 1.244809041E-01, 8.801014032E-02, 9.536164403E+04
      2584, 2.997222522E-02, 1.245393734E-01, 8.830240359E-02, 9.552301612E+04
      2585, 2.989380440E-02, 1.245901659E-01, 8.855629136E-02, 9.566950763E+04
      2586, 2.982573380E-02, 1.246342544E-01, 8.877666801E-02, 9.580381563E+04
      2587, 2.976668859E-02, 1.246724972E-01, 8.896782536E-02, 9.591641624E+04
      2588, 2.971550276E-02, 1.247056498E-01, 8.913353859E-02, 9.600289301E+04
      2589, 2.967123014E-02, 1.247343589E-01, 8.927714706E-02, 9.606007268E+04
      2590, 2.963289225E-02, 1.247592218E-01, 8.940152187E-02, 9.611506387E+04
      2591, 2.959970243E-02, 1.247807460E-01, 8.950919581E-02, 9.616461905E+04
      2592, 2.957097896E-02, 1.247993738E-01, 8.960238006E-02, 9.615552698E+04
      2593, 3.145890882E-02, 1.233833655E-01, 8.242464593E-02, 9.464859289E+04
      2594, 3.165866004E-02, 1.231719993E-01, 8.128700890E-02, 9.465382805E+04
      2595, 3.126838730E-02, 1.235734279E-01, 8.342784178E-02, 9.465719723E+04
      2596, 3.108524480E-02, 1.237443904E-01, 8.430887999E-02, 9.467526134E+04
      2597, 3.090832000E-02, 1.238979764E-01, 8.507966204E-02, 9.471320941E+04
      2598, 3.073676477E-02, 1.240279379E-01, 8.575296530E-02, 9.477693651E+04
      2599, 3.056347023E-02, 1.241466926E-01, 8.633516733E-02, 9.486813497E+04
      2600, 3.040851771E-02, 1.242509618E-01, 8.684288657E-02, 9.496257832E+04
      2601, 3.027164323E-02, 1.243396016E-01, 8.728591673E-02, 9.506984109E+04
      2602, 3.015236323E-02, 1.244168466E-01, 8.767199213E-02, 9.518987869E+04
      2603, 3.004854265E-02, 1.244840803E-01, 8.800803028E-02, 9.537644093E+04
      2604, 2.995827400E-02, 1.245425384E-01, 8.830020996E-02, 9.553128331E+04
      2605, 2.987985741E-02, 1.245933206E-01, 8.855402293E-02, 9.567045126E+04
      2606, 2.981179136E-02, 1.246373997E-01, 8.877433267E-02, 9.579793994E+04
      2607, 2.975275064E-02, 1.246756340E-01, 8.896543017E-02, 9.590908478E+04
      2608, 2.970156912E-02, 1.247087788E-01, 8.913108997E-02, 9.600209455E+04
      2609, 2.965730069E-02, 1.247374811E-01, 8.927465083E-02, 9.606771201E+04
      2610, 2.961896673E-02, 1.247623377E-01, 8.939898324E-02, 9.611766850E+04
      2611, 2.958578056E-02, 1.247838564E-01, 8.950661947E-02, 9.617965528E+04
      2612, 2.955706052E-02, 1.248024791E-01, 8.959977024E-02, 9.618811981E+04
      2613, 3.144887058E-02, 1.233858440E-01, 8.242402671E-02, 9.464857807E+04
      2614, 3.164865877E-02, 1.231744893E-01, 8.128653836E-02, 9.465335221E+04
      2615, 3.125831897E-02, 1.235758945E-01, 8.342708343E-02, 9.465727402E+04
      2616, 3.107514974E-02, 1.237468455E-01, 8.430799131E-02, 9.467508760E+04
      2617, 3.089820564E-02, 1.239004322E-01, 8.507865008E-02, 9.471298333E+04
      2618, 3.072663220E-02, 1.240303839E-01, 8.575184063E-02, 9.477672295E+04
      2619, 3.055331705E-02, 1.241491304E-01, 8.633393667E-02, 9.487131700E+04
      2620, 3.039834140E-02, 1.242533060E-01, 8.684157409E-02, 9.496600726E+04
      2621, 3.026146789E-02, 1.243419354E-01, 8.728452108E-02, 9.508496505E+04
      2622, 3.014219022E-02, 1.244191705E-01, 8.767052171E-02, 9.519592349E+04
      2623, 3.003837234E-02, 1.244863951E-01, 8.800649242E-02, 9.538904274E+04
      2624, 2.994810599E-02, 1.245448451E-01, 8.829861119E-02, 9.554933174E+04
      2625, 2.986969248E-02, 1.245956198E-01, 8.855236965E-02, 9.568532901E+04
      2626, 2.980162975E-02, 1.246396920E-01, 8.877263061E-02, 9.580856581E+04
      2627, 2.974259230E-02, 1.246779202E-01, 8.896368449E-02, 9.591568275E+04
      2628, 2.969141394E-02, 1.247110594E-01, 8.912930535E-02, 9.600320163E+04
      2629, 2.964714856E-02, 1.247397566E-01, 8.927283151E-02, 9.607051891E+04
      2630, 2.960881744E-02, 1.247646087E-01, 8.939713302E-02, 9.611412510E+04
      2631, 2.957563395E-02, 1.247861233E-01, 8.950474176E-02, 9.618567273E+04
      2632, 2.954691640E-02, 1.248047424E-01, 8.959786814E-02, 9.620430008E+04
      2633, 3.144167867E-02, 1.233876198E-01, 8.242358307E-02, 9.464826153E+04
      2634, 3.164149336E-02, 1.231762733E-01, 8.128620123E-02, 9.465237340E+04
      2635, 3.125110551E-02, 1.235776617E-01, 8.342654009E-02, 9.465703384E+04
      2636, 3.106791712E-02, 1.237486044E-01, 8.430735460E-02, 9.467487737E+04
      2637, 3.089095919E-02, 1.239021917E-01, 8.507792505E-02, 9.471247933E+04
      2638, 3.071937270E-02, 1.240321364E-01, 8.575103486E-02, 9.477488415E+04
      2639, 3.054604279E-02, 1.241508769E-01, 8.633305497E-02, 9.487268255E+04
      2640, 3.039105057E-02, 1.242549856E-01, 8.684063375E-02, 9.496980280E+04
      2641, 3.025417775E-02, 1.243436074E-01, 8.728352116E-02, 9.508622062E+04
      2642, 3.013490175E-02, 1.244208355E-01, 8.766946823E-02, 9.519735754E+04
      2643, 3.003108580E-02, 1.244880536E-01, 8.800539061E-02, 9.539368344E+04
      2644, 2.994082110E-02, 1.245464978E-01, 8.829746574E-02, 9.555867792E+04
      2645, 2.986240980E-02, 1.245972671E-01, 8.855118514E-02, 9.571075192E+04
      2646, 2.979434944E-02, 1.246413344E-01, 8.877141116E-02, 9.582736023E+04
      2647, 2.973531434E-02, 1.246795581E-01, 8.896243380E-02, 9.592841612E+04
      2648, 2.968413823E-02, 1.247126933E-01, 8.912802675E-02, 9.600915396E+04
      2649, 2.963987504E-02, 1.247413869E-01, 8.927152805E-02, 9.607027682E+04
      2650, 2.960154596E-02, 1.247662357E-01, 8.939580742E-02, 9.611547236E+04
      2651, 2.956836438E-02, 1.247877474E-01, 8.950339648E-02, 9.618386481E+04
      2652, 2.953964862E-02, 1.248063639E-01, 8.959650537E-02, 9.621063442E+04
      2653, 3.143664230E-02, 1.233888662E-01, 8.242327200E-02, 9.465335948E+04
      2654, 3.163647348E-02, 1.231775179E-01, 8.128596582E-02, 9.465918934E+04
      2655, 3.124605447E-02, 1.235789038E-01, 8.342615899E-02, 9.466163617E+04
      2656, 3.106285120E-02, 1.237498351E-01, 8.430690887E-02, 9.467971871E+04
      2657, 3.088588331E-02, 1.239034216E-01, 8.507741759E-02, 9.471609349E+04
      2658, 3.071428829E-02, 1.240333638E-01, 8.575047052E-02, 9.477988658E+04
      2659, 3.054094882E-02, 1.241521031E-01, 8.633243707E-02, 9.486076328E+04
      2660, 3.038594494E-02, 1.242561648E-01, 8.683997481E-02, 9.494956669E+04
      2661, 3.024907292E-02, 1.243447824E-01, 8.728282033E-02, 9.505833727E+04
      2662, 3.012979835E-02, 1.244220066E-01, 8.766872977E-02, 9.520601420E+04
      2663, 3.002598398E-02, 1.244892212E-01, 8.800461819E-02, 9.537996922E+04
      2664, 2.993572064E-02, 1.245476621E-01, 8.829666266E-02, 9.555203903E+04
      2665, 2.985731105E-02, 1.245984283E-01, 8.855035462E-02, 9.570095110E+04
      2666, 2.978925251E-02, 1.246424927E-01, 8.877055610E-02, 9.582368492E+04
      2667, 2.973021917E-02, 1.246807138E-01, 8.896155678E-02, 9.592695481E+04
      2668, 2.967904475E-02, 1.247138467E-01, 8.912713014E-02, 9.601063743E+04
      2669, 2.963478267E-02, 1.247425360E-01, 8.927061424E-02, 9.607316450E+04
      2670, 2.959645464E-02, 1.247673810E-01, 8.939487830E-02, 9.612117720E+04
      2671, 2.956327405E-02, 1.247888893E-01, 8.950245374E-02, 9.617794480E+04
      2672, 2.953455925E-02, 1.248075027E-01, 8.959555053E-02, 9.621263007E+04
      2673, 2.634159428E-02, 1.254879381E-01, 8.937237762E-02, 9.790451844E+04
      2674, 2.644669402E-02, 1.254983694E-01, 8.963929992E-02, 9.763572200E+04
      2675, 2.659763826E-02, 1.255093535E-01, 8.999017529E-02, 9.735585987E+04
      2676, 2.682122840E-02, 1.255178686E-01, 9.044690314E-02, 9.707450966E+04
      2677, 2.716709258E-02, 1.255156375E-01, 9.102824888E-02, 9.690663336E+04
      2678, 2.773565593E-02, 1.254796907E-01, 9.172164240E-02, 9.671408952E+04
      2679, 2.872837925E-02, 1.253485948E-01, 9.238101706E-02, 9.618166835E+04
      2680, 2.686467018E-02, 1.253783904E-01, 8.938890383E-02, 9.739885705E+04
      2681, 2.694779759E-02, 1.253872331E-01, 8.960483461E-02, 9.715346630E+04
      2682, 2.706818923E-02, 1.253965190E-01, 8.988895519E-02, 9.690010972E+04
      2683, 2.724819899E-02, 1.254036551E-01, 9.025894286E-02, 9.663910415E+04
      2684, 2.752897055E-02, 1.254016890E-01, 9.072961879E-02, 9.652509139E+04
      2685, 2.799273499E-02, 1.253717136E-01, 9.128988775E-02, 9.634260302E+04
      2686, 2.880156724E-02, 1.252629906E-01, 9.182061269E-02, 9.549079172E+04
      2687, 2.727656904E-02, 1.252921265E-01, 8.940191756E-02, 9.689612589E+04
      2688, 2.734239320E-02, 1.252997185E-01, 8.957769474E-02, 9.666946410E+04
      2689, 2.743872487E-02, 1.253076672E-01, 8.980924870E-02, 9.644791770E+04
      2690, 2.758441582E-02, 1.253137178E-01, 9.011093175E-02, 9.622995246E+04
      2691, 2.781392881E-02, 1.253119603E-01, 9.049445852E-02, 9.619582435E+04
      2692, 2.819516774E-02, 1.252866870E-01, 9.094989399E-02, 9.608167561E+04
      2693, 2.885889400E-02, 1.251942426E-01, 9.137948172E-02, 9.525234016E+04
      2694, 2.760023174E-02, 1.252243419E-01, 8.941214342E-02, 9.638196698E+04
      2695, 2.765246009E-02, 1.252309509E-01, 8.955636853E-02, 9.618591583E+04
      2696, 2.772988684E-02, 1.252378487E-01, 8.974661635E-02, 9.600280879E+04
      2697, 2.784861183E-02, 1.252430459E-01, 8.999462643E-02, 9.585601728E+04
      2698, 2.803776889E-02, 1.252410912E-01, 9.030971739E-02, 9.592806199E+04
      2699, 2.835386375E-02, 1.252181594E-01, 9.068294684E-02, 9.586146325E+04
      2700, 2.890394061E-02, 1.251402214E-01, 9.103284693E-02, 9.503998992E+04
      2701, 2.785352627E-02, 1.251691842E-01, 8.942040756E-02, 9.587737103E+04
      2702, 2.789511405E-02, 1.251751005E-01, 8.953988794E-02, 9.571664513E+04
      2703, 2.795772914E-02, 1.251812118E-01, 8.969774952E-02, 9.558321550E+04
      2704, 2.805529529E-02, 1.251856525E-01, 8.990369419E-02, 9.554216451E+04
      2705, 2.821286768E-02, 1.251837870E-01, 9.016510592E-02, 9.573977515E+04
      2706, 2.847816752E-02, 1.251639530E-01, 9.047373359E-02, 9.567673573E+04
      2707, 2.893925481E-02, 1.250978715E-01, 9.076110317E-02, 9.489702744E+04
      2708, 2.805155905E-02, 1.251259583E-01, 8.942688794E-02, 9.540632119E+04
      2709, 2.808481306E-02, 1.251312731E-01, 8.952702718E-02, 9.527062536E+04
      2710, 2.813584128E-02, 1.251367475E-01, 8.965956776E-02, 9.518633514E+04
      2711, 2.821688243E-02, 1.251406871E-01, 8.983260893E-02, 9.527199921E+04
      2712, 2.834977838E-02, 1.251389808E-01, 9.005203555E-02, 9.557940984E+04
      2713, 2.857536212E-02, 1.251215685E-01, 9.031014765E-02, 9.546386950E+04
      2714, 2.896686781E-02, 1.250647572E-01, 9.054862042E-02, 9.476047861E+04
      2715, 2.820596034E-02, 1.250922560E-01, 8.943194053E-02, 9.495444654E+04
      2716, 2.823271679E-02, 1.250971020E-01, 8.951699997E-02, 9.484055082E+04
      2717, 2.827471109E-02, 1.251020797E-01, 8.962979836E-02, 9.480084423E+04
      2718, 2.834286820E-02, 1.251056286E-01, 8.977718539E-02, 9.500488048E+04
      2719, 2.845652463E-02, 1.251040464E-01, 8.996387707E-02, 9.538960546E+04
      2720, 2.865114273E-02, 1.250885222E-01, 9.018260306E-02, 9.522010573E+04
      2721, 2.898839715E-02, 1.250389385E-01, 9.038295162E-02, 9.464134957E+04
      2722, 2.832595791E-02, 1.250660634E-01, 8.943586731E-02, 9.450173370E+04
      2723, 2.834766464E-02, 1.250705448E-01, 8.950920702E-02, 9.440842055E+04
      2724, 2.838263804E-02, 1.250751365E-01, 8.960666216E-02, 9.442426178E+04
      2725, 2.844078202E-02, 1.250783818E-01, 8.973411124E-02, 9.473006694E+04
      2726, 2.853948594E-02, 1.250768960E-01, 8.989536184E-02, 9.515305992E+04
      2727, 2.871003818E-02, 1.250628391E-01, 9.008347746E-02, 9.498724454E+04
      2728, 2.900512943E-02, 1.250188727E-01, 9.025419624E-02, 9.458064930E+04
      2729, 2.841888219E-02, 1.250457801E-01, 8.943890815E-02, 9.403726471E+04
      2730, 2.843667854E-02, 1.250499793E-01, 8.950317228E-02, 9.396537333E+04
      2731, 2.846621513E-02, 1.250542721E-01, 8.958874582E-02, 9.406080262E+04
      2732, 2.851660515E-02, 1.250572822E-01, 8.970075521E-02, 9.445376236E+04
      2733, 2.860373014E-02, 1.250558710E-01, 8.984230450E-02, 9.486429882E+04
      2734, 2.875564614E-02, 1.250429505E-01, 9.000671572E-02, 9.474065198E+04
      2735, 2.901808676E-02, 1.250033339E-01, 9.015448929E-02, 9.452910090E+04
      2736, 2.849054846E-02, 1.250301371E-01, 8.944125335E-02, 9.355794699E+04
      2737, 2.850532904E-02, 1.250341185E-01, 8.949851810E-02, 9.351825800E+04
      2738, 2.853067261E-02, 1.250381808E-01, 8.957492814E-02, 9.371425870E+04
      2739, 2.857508258E-02, 1.250410095E-01, 8.967502988E-02, 9.416604432E+04
      2740, 2.865327755E-02, 1.250396559E-01, 8.980138478E-02, 9.451156662E+04
      2741, 2.879082069E-02, 1.250276116E-01, 8.994751421E-02, 9.447554382E+04
      2742, 2.902807995E-02, 1.249913497E-01, 9.007759143E-02, 9.446724455E+04
      2743, 2.854556320E-02, 1.250181286E-01, 8.944305365E-02, 9.306094832E+04
      2744, 2.855802875E-02, 1.250219430E-01, 8.949494530E-02, 9.308623414E+04
      2745, 2.858015358E-02, 1.250258282E-01, 8.956432095E-02, 9.339567636E+04
      2746, 2.861997298E-02, 1.250285176E-01, 8.965528174E-02, 9.386153690E+04
      2747, 2.869131285E-02, 1.250272082E-01, 8.976997257E-02, 9.412742283E+04
      2748, 2.881782263E-02, 1.250158366E-01, 8.990206781E-02, 9.422449368E+04
      2749, 2.903575130E-02, 1.249821500E-01, 9.001856019E-02, 9.437626849E+04
      2750, 2.858756953E-02, 1.250089596E-01, 8.944442826E-02, 9.254564463E+04
      2751, 2.859826746E-02, 1.250126464E-01, 8.949221730E-02, 9.268556385E+04
      2752, 2.861793466E-02, 1.250163965E-01, 8.955622187E-02, 9.311296710E+04
      2753, 2.865424898E-02, 1.250189795E-01, 8.964020308E-02, 9.357003341E+04
      2754, 2.872035468E-02, 1.250177038E-01, 8.974598778E-02, 9.378660775E+04
      2755, 2.883843998E-02, 1.250068458E-01, 8.986736718E-02, 9.399320123E+04
      2756, 2.904160878E-02, 1.249751255E-01, 8.997348673E-02, 9.417469604E+04
      2757, 2.861944368E-02, 1.250020022E-01, 8.944547131E-02, 9.202726238E+04
      2758, 2.862880037E-02, 1.250055921E-01, 8.949014731E-02, 9.232848912E+04
      2759, 2.864660275E-02, 1.250092397E-01, 8.955007632E-02, 9.286084775E+04
      2760, 2.868025747E-02, 1.250117421E-01, 8.962876145E-02, 9.326562802E+04
      2761, 2.874239152E-02, 1.250104919E-01, 8.972778820E-02, 9.348062764E+04
      2762, 2.885408438E-02, 1.250000236E-01, 8.984103639E-02, 9.379380375E+04
      2763, 2.904605343E-02, 1.249697954E-01, 8.993928498E-02, 9.401437925E+04
      2764, 2.864345216E-02, 1.249967617E-01, 8.944625696E-02, 9.154312144E+04
      2765, 2.865179860E-02, 1.250002787E-01, 8.948858814E-02, 9.198988369E+04
      2766, 2.866819637E-02, 1.250038490E-01, 8.954544732E-02, 9.258801635E+04
      2767, 2.869984781E-02, 1.250062906E-01, 8.962014328E-02, 9.301192537E+04
      2768, 2.875899033E-02, 1.250050597E-01, 8.971407972E-02, 9.332120751E+04
      2769, 2.886586824E-02, 1.249948849E-01, 8.982120321E-02, 9.364310078E+04
      2770, 2.904940130E-02, 1.249657805E-01, 8.991352308E-02, 9.385458770E+04
      2771, 2.866137730E-02, 1.249928491E-01, 8.944684354E-02, 9.107137687E+04
      2772, 2.866896948E-02, 1.249963116E-01, 8.948742403E-02, 9.169910199E+04
      2773, 2.868431856E-02, 1.249998242E-01, 8.954199122E-02, 9.234602197E+04
      2774, 2.871447433E-02, 1.250022204E-01, 8.961370879E-02, 9.281359203E+04
      2775, 2.877138334E-02, 1.250010039E-01, 8.970384470E-02, 9.320413490E+04
      2776, 2.887466632E-02, 1.249910482E-01, 8.980639532E-02, 9.356196989E+04
      2777, 2.905190089E-02, 1.249627829E-01, 8.989428864E-02, 9.377971714E+04
      2778, 2.867461755E-02, 1.249899591E-01, 8.944727681E-02, 9.065840760E+04
      2779, 2.868165261E-02, 1.249933813E-01, 8.948656417E-02, 9.149107036E+04
      2780, 2.869622708E-02, 1.249968513E-01, 8.953943840E-02, 9.219072293E+04
      2781, 2.872527811E-02, 1.249992140E-01, 8.960895600E-02, 9.273259439E+04
      2782, 2.878053736E-02, 1.249980081E-01, 8.969628465E-02, 9.314764172E+04
      2783, 2.888116498E-02, 1.249882143E-01, 8.979545754E-02, 9.346530127E+04
      2784, 2.905374721E-02, 1.249605688E-01, 8.988008117E-02, 9.368882774E+04
      2785, 2.868426738E-02, 1.249878527E-01, 8.944759259E-02, 9.036500089E+04
      2786, 2.869089640E-02, 1.249912457E-01, 8.948593748E-02, 9.138816814E+04
      2787, 2.870490634E-02, 1.249946846E-01, 8.953757783E-02, 9.209708836E+04
      2788, 2.873315220E-02, 1.249970228E-01, 8.960549203E-02, 9.267192321E+04
      2789, 2.878720907E-02, 1.249958246E-01, 8.969077467E-02, 9.308735737E+04
      2790, 2.888590140E-02, 1.249861488E-01, 8.978748575E-02, 9.340161529E+04
      2791, 2.905509287E-02, 1.249589550E-01, 8.986972630E-02, 9.363628154E+04
      2792, 2.869118103E-02, 1.249863436E-01, 8.944781884E-02, 9.024237229E+04
      2793, 2.869751915E-02, 1.249897156E-01, 8.948548849E-02, 9.129732014E+04
      2794, 2.871112462E-02, 1.249931323E-01, 8.953624482E-02, 9.204066428E+04
      2795, 2.873879363E-02, 1.249954530E-01, 8.960301025E-02, 9.264555076E+04
      2796, 2.879198906E-02, 1.249942603E-01, 8.968682701E-02, 9.308845386E+04
      2797, 2.888929485E-02, 1.249846690E-01, 8.978177430E-02, 9.340448878E+04
      2798, 2.905605698E-02, 1.249577988E-01, 8.986230744E-02, 9.360795422E+04
      2799, 2.869602458E-02, 1.249852931E-01, 8.944797648E-02, 8.998636304E+04
      2800, 2.870215738E-02, 1.249886432E-01, 8.948517412E-02, 9.121785458E+04
      2801, 2.871547948E-02, 1.249920438E-01, 8.953531137E-02, 9.201197516E+04
      2802, 2.874274478E-02, 1.249943537E-01, 8.960127205E-02, 9.264681771E+04
      2803, 2.879533646E-02, 1.249931629E-01, 8.968406238E-02, 9.308596693E+04
      2804, 2.889167189E-02, 1.249836342E-01, 8.977777392E-02, 9.338474004E+04
      2805, 2.905673279E-02, 1.249569916E-01, 8.985711109E-02, 9.357949188E+04
      2806, 3.190386852E-02, 1.243081993E-01, 9.027679648E-02, 9.510893877E+04
      2807, 3.175758870E-02, 1.243788861E-01, 9.055583617E-02, 9.514275921E+04
      2808, 3.154463569E-02, 1.244750428E-01, 9.090831167E-02, 9.517044631E+04
      2809, 3.122428453E-02, 1.246074864E-01, 9.134007563E-02, 9.520089059E+04
      2810, 3.072255606E-02, 1.247916735E-01, 9.182879206E-02, 9.517843674E+04
      2811, 2.992199207E-02, 1.250427730E-01, 9.226492665E-02, 9.531805581E+04
      2812, 3.137611499E-02, 1.244202323E-01, 9.013126483E-02, 9.514575101E+04
      2813, 3.125916945E-02, 1.244768998E-01, 9.035598483E-02, 9.514709922E+04
      2814, 3.108800618E-02, 1.245542933E-01, 9.064015061E-02, 9.513213585E+04
      2815, 3.082911662E-02, 1.246612379E-01, 9.098836110E-02, 9.509238495E+04
      2816, 3.042200324E-02, 1.248103413E-01, 9.138209339E-02, 9.500698320E+04
      2817, 2.977142200E-02, 1.250140004E-01, 9.173207173E-02, 9.487832929E+04
      2818, 3.096052644E-02, 1.245084073E-01, 9.001665671E-02, 9.517164067E+04
      2819, 3.086668783E-02, 1.245540791E-01, 9.019859668E-02, 9.514571324E+04
      2820, 3.072842893E-02, 1.246166985E-01, 9.042897409E-02, 9.511152790E+04
      2821, 3.051793907E-02, 1.247035637E-01, 9.071139194E-02, 9.505916530E+04
      2822, 3.018533587E-02, 1.248250392E-01, 9.103032917E-02, 9.502206427E+04
      2823, 2.965283111E-02, 1.249912016E-01, 9.131248322E-02, 9.484500693E+04
      2824, 3.063396316E-02, 1.245776938E-01, 8.992659895E-02, 9.521425928E+04
      2825, 3.055827918E-02, 1.246147258E-01, 9.007492169E-02, 9.516526995E+04
      2826, 3.044587415E-02, 1.246657363E-01, 9.026303151E-02, 9.510831808E+04
      2827, 3.027341619E-02, 1.247368232E-01, 9.049374976E-02, 9.504130723E+04
      2828, 2.999936292E-02, 1.248365887E-01, 9.075391340E-02, 9.506144258E+04
      2829, 2.955964278E-02, 1.249732865E-01, 9.098277207E-02, 9.485097106E+04
      2830, 3.037795624E-02, 1.246320105E-01, 8.985599885E-02, 9.528462886E+04
      2831, 3.031650429E-02, 1.246622694E-01, 8.997796758E-02, 9.522264180E+04
      2832, 3.022436707E-02, 1.247041792E-01, 9.013294187E-02, 9.514006431E+04
      2833, 3.008172381E-02, 1.247628968E-01, 9.032313035E-02, 9.503539655E+04
      2834, 2.985357027E-02, 1.248456430E-01, 9.053721851E-02, 9.507792539E+04
      2835, 2.948658810E-02, 1.249592420E-01, 9.072429609E-02, 9.488038276E+04
      2836, 3.017777991E-02, 1.246744817E-01, 8.980079541E-02, 9.537460847E+04
      2837, 3.012745611E-02, 1.246994446E-01, 8.990215746E-02, 9.530970159E+04
      2838, 3.005116653E-02, 1.247342384E-01, 9.003122239E-02, 9.520827734E+04
      2839, 2.993183582E-02, 1.247832842E-01, 9.018971973E-02, 9.505536411E+04
      2840, 2.973957203E-02, 1.248527227E-01, 9.036778035E-02, 9.505955028E+04
      2841, 2.942946507E-02, 1.249482603E-01, 9.052218815E-02, 9.488776022E+04
      2842, 3.002170730E-02, 1.247075955E-01, 8.975775468E-02, 9.546753502E+04
      2843, 2.998005974E-02, 1.247284292E-01, 8.984305019E-02, 9.540515101E+04
      2844, 2.991612610E-02, 1.247576749E-01, 8.995191411E-02, 9.529515434E+04
      2845, 2.981497154E-02, 1.247991799E-01, 9.008570248E-02, 9.510868343E+04
      2846, 2.965069008E-02, 1.248582426E-01, 9.023567308E-02, 9.503196976E+04
      2847, 2.938492741E-02, 1.249396980E-01, 9.036460871E-02, 9.486758061E+04
      2848, 2.990041080E-02, 1.247333308E-01, 8.972430431E-02, 9.555623267E+04
      2849, 2.986550617E-02, 1.247509555E-01, 8.979711324E-02, 9.549831033E+04
      2850, 2.981117523E-02, 1.247758893E-01, 8.989027726E-02, 9.538669478E+04
      2851, 2.972414676E-02, 1.248115337E-01, 9.000486217E-02, 9.518611587E+04
      2852, 2.958161257E-02, 1.248625325E-01, 9.013300160E-02, 9.501323481E+04
      2853, 2.935031347E-02, 1.249330436E-01, 9.024214051E-02, 9.482820173E+04
      2854, 2.980648063E-02, 1.247532599E-01, 8.969840089E-02, 9.563940394E+04
      2855, 2.977679754E-02, 1.247683996E-01, 8.976154040E-02, 9.558640450E+04
      2856, 2.972990275E-02, 1.247899943E-01, 8.984254658E-02, 9.547754837E+04
      2857, 2.965381326E-02, 1.248211003E-01, 8.994226051E-02, 9.527377915E+04
      2858, 2.952811981E-02, 1.248658546E-01, 9.005349407E-02, 9.502793973E+04
      2859, 2.932350881E-02, 1.249278905E-01, 9.014730250E-02, 9.480643133E+04
      2860, 2.973403856E-02, 1.247686299E-01, 8.967842335E-02, 9.572452589E+04
      2861, 2.970838245E-02, 1.247818530E-01, 8.973410549E-02, 9.566955747E+04
      2862, 2.966722261E-02, 1.248008725E-01, 8.980573506E-02, 9.556150470E+04
      2863, 2.959956962E-02, 1.248284784E-01, 8.989397991E-02, 9.535640528E+04
      2864, 2.948686427E-02, 1.248684167E-01, 8.999217500E-02, 9.507656956E+04
      2865, 2.930283607E-02, 1.249239162E-01, 9.007415990E-02, 9.478111643E+04
      2866, 2.967842827E-02, 1.247804287E-01, 8.966308757E-02, 9.582212240E+04
      2867, 2.965586343E-02, 1.247921806E-01, 8.971304505E-02, 9.575806141E+04
      2868, 2.961910601E-02, 1.248092232E-01, 8.977747661E-02, 9.564202175E+04
      2869, 2.955792928E-02, 1.248341423E-01, 8.985691712E-02, 9.543072151E+04
      2870, 2.945519427E-02, 1.248703835E-01, 8.994510311E-02, 9.512769679E+04
      2871, 2.928696651E-02, 1.249208654E-01, 9.001801154E-02, 9.471230315E+04
      2872, 2.963596720E-02, 1.247894376E-01, 8.965137801E-02, 9.592575623E+04
      2873, 2.961576266E-02, 1.248000662E-01, 8.969696445E-02, 9.585877635E+04
      2874, 2.958236667E-02, 1.248155994E-01, 8.975589994E-02, 9.573338790E+04
      2875, 2.952613486E-02, 1.248384669E-01, 8.982861787E-02, 9.550830339E+04
      2876, 2.943101265E-02, 1.248718853E-01, 8.990916137E-02, 9.518478412E+04
      2877, 2.927484929E-02, 1.249185359E-01, 8.997513940E-02, 9.460559953E+04
      2878, 2.960374798E-02, 1.247962735E-01, 8.964249288E-02, 9.601906720E+04
      2879, 2.958533440E-02, 1.248060498E-01, 8.968476260E-02, 9.596021773E+04
      2880, 2.955448903E-02, 1.248204376E-01, 8.973952768E-02, 9.583677047E+04
      2881, 2.950200938E-02, 1.248417484E-01, 8.980714450E-02, 9.559532342E+04
      2882, 2.941266372E-02, 1.248730248E-01, 8.988188889E-02, 9.525041203E+04
      2883, 2.926565477E-02, 1.249167683E-01, 8.994260808E-02, 9.455931973E+04
      2884, 2.957947959E-02, 1.248014225E-01, 8.963580036E-02, 9.609394851E+04
      2885, 2.956241498E-02, 1.248105568E-01, 8.967557185E-02, 9.604658232E+04
      2886, 2.953349080E-02, 1.248240819E-01, 8.972719563E-02, 9.593568705E+04
