nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure
         1,-4.429347316E-03, 1.109819984E-01, 1.518275208E-02, 9.301915000E+04
         2,-3.759370294E-03, 1.112800827E-01, 1.626159997E-02, 9.290738833E+04
         3,-4.607800144E-03, 1.113509475E-01, 1.666014527E-02, 9.255596963E+04
         4,-5.271240396E-03, 1.110433264E-01, 1.559368664E-02, 9.266905343E+04
         5,-3.050425126E-03, 1.116183196E-01, 1.748753938E-02, 9.273069930E+04
         6,-3.908320125E-03, 1.116779195E-01, 1.787946572E-02, 9.238949923E+04
         7,-2.292954317E-03, 1.119806588E-01, 1.886964291E-02, 9.247120565E+04
         8,-3.160755913E-03, 1.120499679E-01, 1.924783361E-02, 9.213059534E+04
         9,-1.473350608E-03, 1.123980083E-01, 2.040097526E-02, 9.214172340E+04
        10,-2.346285073E-03, 1.124718488E-01, 2.076277578E-02, 9.179735300E+04
        11,-6.118155053E-04, 1.128670446E-01, 2.209978109E-02, 9.174515656E+04
        12,-1.490631444E-03, 1.129367435E-01, 2.244642689E-02, 9.140732822E+04
        13, 3.238106331E-04, 1.133792098E-01, 2.395527593E-02, 9.132484583E+04
        14,-5.610140827E-04, 1.134605730E-01, 2.428087648E-02, 9.099365488E+04
        15, 1.332988394E-03, 1.139490445E-01, 2.596328688E-02, 9.093315191E+04
        16, 4.428059222E-04, 1.140416705E-01, 2.626609048E-02, 9.059976336E+04
        17, 2.330122254E-03, 1.145762223E-01, 2.815966187E-02, 9.051873370E+04
        18, 1.425662627E-03, 1.146683982E-01, 2.844589102E-02, 9.018841414E+04
        19, 3.345192559E-03, 1.152552024E-01, 3.051963028E-02, 9.010081920E+04
        20, 2.423563370E-03, 1.153481165E-01, 3.078876921E-02, 8.976047437E+04
        21, 4.356499012E-03, 1.159682630E-01, 3.304058223E-02, 8.970301623E+04
        22, 3.415385989E-03, 1.160617684E-01, 3.329218416E-02, 8.936616441E+04
        23, 5.405730274E-03, 1.167276602E-01, 3.568026243E-02, 8.946641040E+04
        24, 4.449480312E-03, 1.168350920E-01, 3.590776073E-02, 8.910254778E+04
        25, 6.391442639E-03, 1.174971242E-01, 3.846067262E-02, 8.938065179E+04
        26, 5.411280261E-03, 1.175956148E-01, 3.867287217E-02, 8.903784000E+04
        27, 7.373955648E-03, 1.182813496E-01, 4.132661522E-02, 8.948259610E+04
        28, 6.371694215E-03, 1.183956365E-01, 4.151523175E-02, 8.913372219E+04
        29, 8.310691008E-03, 1.190723008E-01, 4.426004766E-02, 8.980069800E+04
        30, 7.285431919E-03, 1.191774671E-01, 4.443162457E-02, 8.944909072E+04
        31, 9.182650351E-03, 1.198340931E-01, 4.723868661E-02, 9.038208474E+04
        32, 8.126792349E-03, 1.199458885E-01, 4.739120261E-02, 9.004709016E+04
        33, 1.001365737E-02, 1.205912101E-01, 5.021232484E-02, 9.120943230E+04
        34, 8.931357928E-03, 1.207025565E-01, 5.034613943E-02, 9.087622336E+04
        35, 1.072750144E-02, 1.212744049E-01, 5.318097168E-02, 9.211994555E+04
        36, 9.612441352E-03, 1.213851353E-01, 5.329768952E-02, 9.180288743E+04
        37, 1.141792502E-02, 1.219464510E-01, 5.607295389E-02, 9.318728108E+04
        38, 1.027680789E-02, 1.220674636E-01, 5.616863722E-02, 9.287782328E+04
        39, 1.199275266E-02, 1.225476068E-01, 5.889202779E-02, 9.425615036E+04
        40, 1.082092350E-02, 1.226678514E-01, 5.897079535E-02, 9.397241699E+04
        41, 1.244666285E-02, 1.230957597E-01, 6.160708722E-02, 9.518827553E+04
        42, 1.124018331E-02, 1.232165577E-01, 6.166954302E-02, 9.490567851E+04
        43, 1.281754890E-02, 1.235980622E-01, 6.418845591E-02, 9.601395375E+04
        44, 1.157710405E-02, 1.237205566E-01, 6.423457165E-02, 9.574937979E+04
        45, 1.316089042E-02, 1.240721198E-01, 6.660995084E-02, 9.678730206E+04
        46, 1.189296135E-02, 1.241997568E-01, 6.663892741E-02, 9.654434917E+04
        47, 1.337873680E-02, 1.244865634E-01, 6.887877742E-02, 9.737849399E+04
        48, 1.207807192E-02, 1.246138300E-01, 6.889296357E-02, 9.715042349E+04
        49, 1.354646923E-02, 1.248555719E-01, 7.097856295E-02, 9.784115401E+04
        50, 1.221654450E-02, 1.249850302E-01, 7.097786810E-02, 9.760931467E+04
        51, 1.360999740E-02, 1.251649441E-01, 7.291239023E-02, 9.818220999E+04
        52, 1.224746193E-02, 1.252952951E-01, 7.289769396E-02, 9.795239373E+04
        53, 1.364073465E-02, 1.254493680E-01, 7.467375127E-02, 9.840782224E+04
        54, 1.224847784E-02, 1.255803323E-01, 7.464559244E-02, 9.817426140E+04
        55, 1.366598404E-02, 1.257071437E-01, 7.626852985E-02, 9.857929704E+04
        56, 1.224920317E-02, 1.258379028E-01, 7.622779341E-02, 9.835079332E+04
        57, 1.368615663E-02, 1.259392639E-01, 7.770471787E-02, 9.872583649E+04
        58, 1.224950031E-02, 1.260698311E-01, 7.765227036E-02, 9.850037700E+04
        59, 1.364991422E-02, 1.261271958E-01, 7.899390538E-02, 9.881354549E+04
        60, 1.219240220E-02, 1.262594179E-01, 7.893012562E-02, 9.858891776E+04
        61, 1.359317905E-02, 1.262931227E-01, 8.014324557E-02, 9.887087572E+04
        62, 1.211536096E-02, 1.264258595E-01, 8.006903566E-02, 9.865323671E+04
        63, 1.354070989E-02, 1.264407938E-01, 8.116476056E-02, 9.891732875E+04
        64, 1.204595000E-02, 1.265738458E-01, 8.108106732E-02, 9.871006474E+04
        65, 1.349260594E-02, 1.265717509E-01, 8.206956515E-02, 9.895720052E+04
        66, 1.198389742E-02, 1.267039190E-01, 8.197744182E-02, 9.876109040E+04
        67, 1.343382227E-02, 1.266887690E-01, 8.286710255E-02, 9.898086971E+04
        68, 1.191125833E-02, 1.268188507E-01, 8.276742206E-02, 9.878889016E+04
        69, 1.337732518E-02, 1.267922299E-01, 8.356910304E-02, 9.900053278E+04
        70, 1.184310692E-02, 1.269203781E-01, 8.346259848E-02, 9.880989063E+04
        71, 1.332547895E-02, 1.268833472E-01, 8.418590099E-02, 9.901948713E+04
        72, 1.178323768E-02, 1.270095673E-01, 8.407329299E-02, 9.883214770E+04
        73, 1.327926671E-02, 1.269619489E-01, 8.472685995E-02, 9.903977265E+04
        74, 1.173075333E-02, 1.270877549E-01, 8.460865802E-02, 9.885502768E+04
        75, 1.323851284E-02, 1.270288468E-01, 8.520053108E-02, 9.906148936E+04
        76, 1.168469771E-02, 1.271559772E-01, 8.507714662E-02, 9.888319672E+04
        77, 1.319773505E-02, 1.270841008E-01, 8.561429628E-02, 9.908212945E+04
        78, 1.163851172E-02, 1.272111694E-01, 8.548643587E-02, 9.891022040E+04
        79, 1.315627320E-02, 1.271327548E-01, 8.597454647E-02, 9.910364877E+04
        80, 1.159166007E-02, 1.272598161E-01, 8.584264830E-02, 9.893924658E+04
        81, 1.312013970E-02, 1.271751557E-01, 8.628849631E-02, 9.912389073E+04
        82, 1.155083445E-02, 1.273022059E-01, 8.615304484E-02, 9.896516496E+04
        83, 1.308868579E-02, 1.272120677E-01, 8.656180645E-02, 9.914251545E+04
        84, 1.151529750E-02, 1.273391044E-01, 8.642323179E-02, 9.898674297E+04
        85, 1.306132973E-02, 1.272441719E-01, 8.679951791E-02, 9.915955055E+04
        86, 1.148439262E-02, 1.273711934E-01, 8.665820111E-02, 9.900614838E+04
        87, 1.303755723E-02, 1.272720719E-01, 8.700610142E-02, 9.917440125E+04
        88, 1.145753761E-02, 1.273990773E-01, 8.686237934E-02, 9.902189695E+04
        89, 1.301691383E-02, 1.272963014E-01, 8.718550783E-02, 9.918747961E+04
        90, 1.143421803E-02, 1.274232903E-01, 8.703967778E-02, 9.903514347E+04
        91, 1.299899776E-02, 1.273173306E-01, 8.734121799E-02, 9.919974547E+04
        92, 1.141398070E-02, 1.274443030E-01, 8.719354190E-02, 9.904787395E+04
        93, 1.298345743E-02, 1.273355725E-01, 8.747629064E-02, 9.921115392E+04
        94, 1.139642746E-02, 1.274625288E-01, 8.732699896E-02, 9.906008237E+04
        95, 1.296998313E-02, 1.273513894E-01, 8.759340754E-02, 9.922158953E+04
        96, 1.138120924E-02, 1.274783301E-01, 8.744270282E-02, 9.907126266E+04
        97, 1.295830583E-02, 1.273650982E-01, 8.769491545E-02, 9.923145149E+04
        98, 1.136802066E-02, 1.274920240E-01, 8.754297545E-02, 9.908196528E+04
        99, 1.294802091E-02, 1.273769908E-01, 8.778286197E-02, 9.923749176E+04
       100, 1.135659492E-02, 1.275038875E-01, 8.762984514E-02, 9.909332151E+04
       101,-3.586892527E-03, 1.109236976E-01, 1.476962616E-02, 9.368078962E+04
       102,-2.910396935E-03, 1.112160549E-01, 1.585999454E-02, 9.354590791E+04
       103,-2.190837499E-03, 1.115434599E-01, 1.709788384E-02, 9.334877295E+04
       104,-1.423907638E-03, 1.119061913E-01, 1.849101777E-02, 9.307883281E+04
       105,-5.991418354E-04, 1.123129777E-01, 2.004015378E-02, 9.274251785E+04
       106, 2.686145558E-04, 1.127775909E-01, 2.175612547E-02, 9.233807947E+04
       107, 1.210040806E-03, 1.132953625E-01, 2.362764786E-02, 9.190890859E+04
       108, 2.224362777E-03, 1.138571513E-01, 2.565740143E-02, 9.150151756E+04
       109, 3.235926196E-03, 1.144788990E-01, 2.787184344E-02, 9.108553028E+04
       110, 4.268023048E-03, 1.151488634E-01, 3.025119013E-02, 9.068414959E+04
       111, 5.299053835E-03, 1.158658458E-01, 3.278811074E-02, 9.031594458E+04
       112, 6.363313343E-03, 1.166192740E-01, 3.544963434E-02, 9.009350100E+04
       113, 7.372719211E-03, 1.173858539E-01, 3.824876258E-02, 9.001893659E+04
       114, 8.377947811E-03, 1.181739326E-01, 4.113264998E-02, 9.014152285E+04
       115, 9.336703600E-03, 1.189542833E-01, 4.408886953E-02, 9.047155840E+04
       116, 1.023965190E-02, 1.197172238E-01, 4.708445262E-02, 9.105968858E+04
       117, 1.109638938E-02, 1.204661803E-01, 5.007929929E-02, 9.188596551E+04
       118, 1.184289628E-02, 1.211487577E-01, 5.306539416E-02, 9.279812524E+04
       119, 1.255952404E-02, 1.218162162E-01, 5.597710442E-02, 9.383789527E+04
       120, 1.316472267E-02, 1.224147912E-01, 5.881414039E-02, 9.486874182E+04
       121, 1.365261670E-02, 1.229565941E-01, 6.154683513E-02, 9.578228233E+04
       122, 1.405736932E-02, 1.234570157E-01, 6.414452268E-02, 9.658858683E+04
       123, 1.442818562E-02, 1.239278913E-01, 6.658277426E-02, 9.732579529E+04
       124, 1.467824980E-02, 1.243383950E-01, 6.886729501E-02, 9.789388706E+04
       125, 1.487504507E-02, 1.247045607E-01, 7.098211913E-02, 9.834306498E+04
       126, 1.497086150E-02, 1.250108841E-01, 7.293031645E-02, 9.867046515E+04
       127, 1.503106901E-02, 1.252931875E-01, 7.470532578E-02, 9.889529963E+04
       128, 1.508058595E-02, 1.255495095E-01, 7.631289655E-02, 9.905932154E+04
       129, 1.512049217E-02, 1.257809955E-01, 7.776089197E-02, 9.919190547E+04
       130, 1.510513569E-02, 1.259683200E-01, 7.906123699E-02, 9.926765963E+04
       131, 1.506864782E-02, 1.261338262E-01, 8.022096149E-02, 9.931033051E+04
       132, 1.503292527E-02, 1.262800880E-01, 8.125207781E-02, 9.933682263E+04
       133, 1.499851096E-02, 1.264100058E-01, 8.216554824E-02, 9.935583023E+04
       134, 1.495327493E-02, 1.265264093E-01, 8.297098443E-02, 9.936530849E+04
       135, 1.490817533E-02, 1.266295466E-01, 8.368009280E-02, 9.937191363E+04
       136, 1.486414437E-02, 1.267207250E-01, 8.430322022E-02, 9.937903591E+04
       137, 1.482432140E-02, 1.268008249E-01, 8.484960331E-02, 9.938807485E+04
       138, 1.478895904E-02, 1.268676717E-01, 8.532824123E-02, 9.939675525E+04
       139, 1.475371277E-02, 1.269242727E-01, 8.574627973E-02, 9.940507049E+04
       140, 1.471776926E-02, 1.269742244E-01, 8.611039567E-02, 9.941405401E+04
       141, 1.468643996E-02, 1.270177613E-01, 8.642775012E-02, 9.942419938E+04
       142, 1.465916690E-02, 1.270556662E-01, 8.670405406E-02, 9.943496355E+04
       143, 1.463544491E-02, 1.270886373E-01, 8.694439515E-02, 9.944576289E+04
       144, 1.461482598E-02, 1.271172657E-01, 8.715328961E-02, 9.945632380E+04
       145, 1.459682761E-02, 1.271413285E-01, 8.733482044E-02, 9.946589162E+04
       146, 1.458120601E-02, 1.271622152E-01, 8.749239095E-02, 9.947481699E+04
       147, 1.456765560E-02, 1.271803352E-01, 8.762909163E-02, 9.948311074E+04
       148, 1.455590546E-02, 1.271960481E-01, 8.774763241E-02, 9.949076019E+04
       149, 1.454572249E-02, 1.272096679E-01, 8.785038499E-02, 9.949778497E+04
       150, 1.453656415E-02, 1.272215076E-01, 8.793941553E-02, 9.950284434E+04
       151,-2.742340131E-03, 1.108242842E-01, 1.436612908E-02, 9.432976702E+04
       152,-2.059682285E-03, 1.111191630E-01, 1.546589197E-02, 9.417156994E+04
       153,-1.330292701E-03, 1.114528163E-01, 1.671157594E-02, 9.395807643E+04
       154,-5.536457490E-04, 1.118017093E-01, 1.811928929E-02, 9.367684793E+04
       155, 2.761076584E-04, 1.122111178E-01, 1.968276502E-02, 9.333036144E+04
       156, 1.149751417E-03, 1.126630156E-01, 2.141820088E-02, 9.291582173E+04
       157, 2.096798611E-03, 1.131699107E-01, 2.331046486E-02, 9.247645887E+04
       158, 3.116392311E-03, 1.137368067E-01, 2.535818802E-02, 9.205705660E+04
       159, 4.141933335E-03, 1.143492420E-01, 2.759186793E-02, 9.163985254E+04
       160, 5.191233471E-03, 1.150239625E-01, 2.998654806E-02, 9.125374836E+04
       161, 6.240823852E-03, 1.157238198E-01, 3.254574414E-02, 9.091095215E+04
       162, 7.320592252E-03, 1.164819044E-01, 3.522574452E-02, 9.070479103E+04
       163, 8.352825131E-03, 1.172398700E-01, 3.804522027E-02, 9.063914878E+04
       164, 9.380559473E-03, 1.180281138E-01, 4.094794000E-02, 9.077854665E+04
       165, 1.036169611E-02, 1.188101722E-01, 4.392323183E-02, 9.112740491E+04
       166, 1.129471028E-02, 1.195648637E-01, 4.693820526E-02, 9.172337562E+04
       167, 1.217819113E-02, 1.203207775E-01, 4.994996754E-02, 9.254916936E+04
       168, 1.295592611E-02, 1.209904375E-01, 5.295650487E-02, 9.346148658E+04
       169, 1.369928000E-02, 1.216594165E-01, 5.588622636E-02, 9.448365785E+04
       170, 1.433458440E-02, 1.222551544E-01, 5.874104011E-02, 9.548045273E+04
       171, 1.485681145E-02, 1.227956873E-01, 6.149010658E-02, 9.637531627E+04
       172, 1.529477357E-02, 1.232896982E-01, 6.410498944E-02, 9.716524214E+04
       173, 1.569333167E-02, 1.237604174E-01, 6.655925902E-02, 9.787911778E+04
       174, 1.597560868E-02, 1.241681846E-01, 6.885911609E-02, 9.843310213E+04
       175, 1.620158046E-02, 1.245331216E-01, 7.098858416E-02, 9.886691168E+04
       176, 1.632977516E-02, 1.248378248E-01, 7.295084673E-02, 9.917695910E+04
       177, 1.641951331E-02, 1.251190278E-01, 7.473930503E-02, 9.939701881E+04
       178, 1.649328668E-02, 1.253742850E-01, 7.635957088E-02, 9.955589802E+04
       179, 1.655289216E-02, 1.256051457E-01, 7.781934116E-02, 9.967297235E+04
       180, 1.655817201E-02, 1.257900303E-01, 7.913107768E-02, 9.972965892E+04
       181, 1.654202564E-02, 1.259560167E-01, 8.030103975E-02, 9.975503349E+04
       182, 1.652343156E-02, 1.261041483E-01, 8.134128586E-02, 9.976317317E+04
       183, 1.650303396E-02, 1.262359106E-01, 8.226301390E-02, 9.976106528E+04
       184, 1.647137160E-02, 1.263522286E-01, 8.307626672E-02, 9.974929675E+04
       185, 1.643762193E-02, 1.264549333E-01, 8.379248477E-02, 9.973482516E+04
       186, 1.640136296E-02, 1.265460181E-01, 8.442195395E-02, 9.972115913E+04
       187, 1.636776158E-02, 1.266261180E-01, 8.497395794E-02, 9.971080639E+04
       188, 1.633760157E-02, 1.266913951E-01, 8.545777305E-02, 9.970114364E+04
       189, 1.630772019E-02, 1.267478871E-01, 8.588027649E-02, 9.969351008E+04
       190, 1.627713216E-02, 1.267976778E-01, 8.624843149E-02, 9.968815895E+04
       191, 1.625046605E-02, 1.268410794E-01, 8.656934195E-02, 9.968546336E+04
       192, 1.622725184E-02, 1.268788703E-01, 8.684877157E-02, 9.968480853E+04
       193, 1.620705845E-02, 1.269117458E-01, 8.709185709E-02, 9.968567035E+04
       194, 1.618950842E-02, 1.269403219E-01, 8.730315545E-02, 9.968765094E+04
       195, 1.617426810E-02, 1.269651434E-01, 8.748669484E-02, 9.969035873E+04
       196, 1.616103922E-02, 1.269866907E-01, 8.764602515E-02, 9.969349928E+04
       197, 1.614956410E-02, 1.270053857E-01, 8.778426664E-02, 9.969684531E+04
       198, 1.613961227E-02, 1.270215988E-01, 8.790415568E-02, 9.970037450E+04
       199, 1.613098803E-02, 1.270356536E-01, 8.800808747E-02, 9.970364567E+04
       200, 1.612301210E-02, 1.270478947E-01, 8.809814512E-02, 9.970529131E+04
       201,-1.900144383E-03, 1.107523846E-01, 1.395632883E-02, 9.495480169E+04
       202,-1.210858314E-03, 1.110276499E-01, 1.507095094E-02, 9.477374866E+04
       203,-4.715068836E-04, 1.113584247E-01, 1.632672876E-02, 9.454694956E+04
       204, 3.144307914E-04, 1.117183170E-01, 1.774281863E-02, 9.425832879E+04
       205, 1.149124237E-03, 1.121094338E-01, 1.932604618E-02, 9.390004851E+04
       206, 2.028636593E-03, 1.125662757E-01, 2.107629237E-02, 9.347314222E+04
       207, 2.981258730E-03, 1.130632268E-01, 2.298896784E-02, 9.301999398E+04
       208, 4.005667359E-03, 1.136168374E-01, 2.505991092E-02, 9.258813854E+04
       209, 5.045507300E-03, 1.142337338E-01, 2.730879949E-02, 9.217529855E+04
       210, 6.111687742E-03, 1.149025874E-01, 2.972183098E-02, 9.180571746E+04
       211, 7.180267502E-03, 1.155975927E-01, 3.229954973E-02, 9.148640325E+04
       212, 8.274742390E-03, 1.163449595E-01, 3.500250853E-02, 9.129270759E+04
       213, 9.330879241E-03, 1.171109792E-01, 3.783724077E-02, 9.124060038E+04
       214, 1.037998056E-02, 1.178826763E-01, 4.076354595E-02, 9.139169560E+04
       215, 1.138413618E-02, 1.186730856E-01, 4.375580776E-02, 9.175795309E+04
       216, 1.234695207E-02, 1.194159862E-01, 4.679100413E-02, 9.236412065E+04
       217, 1.325713676E-02, 1.201756070E-01, 4.982036655E-02, 9.319330695E+04
       218, 1.406706379E-02, 1.208416036E-01, 5.284485538E-02, 9.410632979E+04
       219, 1.483635119E-02, 1.215027964E-01, 5.579482677E-02, 9.511173038E+04
       220, 1.550215214E-02, 1.220976571E-01, 5.866687222E-02, 9.608672189E+04
       221, 1.605896194E-02, 1.226370541E-01, 6.143223789E-02, 9.696829619E+04
       222, 1.653062357E-02, 1.231272850E-01, 6.406373988E-02, 9.774453339E+04
       223, 1.695653358E-02, 1.235930405E-01, 6.653502605E-02, 9.843727596E+04
       224, 1.727148195E-02, 1.240000438E-01, 6.884987381E-02, 9.897987979E+04
       225, 1.752656908E-02, 1.243617793E-01, 7.099441216E-02, 9.940346894E+04
       226, 1.768729404E-02, 1.246645749E-01, 7.297085563E-02, 9.970333837E+04
       227, 1.780666985E-02, 1.249441794E-01, 7.477286647E-02, 9.991687868E+04
       228, 1.790491338E-02, 1.251988371E-01, 7.640577640E-02, 1.000672225E+05
       229, 1.798441224E-02, 1.254293408E-01, 7.787736861E-02, 1.001695822E+05
       230, 1.801041529E-02, 1.256118002E-01, 7.920061080E-02, 1.002080617E+05
       231, 1.801451375E-02, 1.257766378E-01, 8.038107807E-02, 1.002132655E+05
       232, 1.801280775E-02, 1.259239190E-01, 8.143085731E-02, 1.001983474E+05
       233, 1.800607207E-02, 1.260541156E-01, 8.236133904E-02, 1.001699955E+05
       234, 1.798806104E-02, 1.261703925E-01, 8.318242503E-02, 1.001322818E+05
       235, 1.796587061E-02, 1.262737991E-01, 8.390561864E-02, 1.000919550E+05
       236, 1.793761232E-02, 1.263660641E-01, 8.454128712E-02, 1.000520801E+05
       237, 1.791039978E-02, 1.264468844E-01, 8.509884830E-02, 1.000161528E+05
       238, 1.788551027E-02, 1.265110536E-01, 8.558781785E-02, 9.998198605E+04
       239, 1.786091438E-02, 1.265666461E-01, 8.601493024E-02, 9.995225672E+04
       240, 1.783562882E-02, 1.266156716E-01, 8.638721458E-02, 9.992734710E+04
       241, 1.781358060E-02, 1.266584107E-01, 8.671175655E-02, 9.990740850E+04
       242, 1.779438625E-02, 1.266956284E-01, 8.699437770E-02, 9.989167360E+04
       243, 1.777768792E-02, 1.267280085E-01, 8.724026497E-02, 9.987941264E+04
       244, 1.776317474E-02, 1.267561568E-01, 8.745402057E-02, 9.986999700E+04
       245, 1.775057182E-02, 1.267806090E-01, 8.763971323E-02, 9.986283773E+04
       246, 1.773963131E-02, 1.268018378E-01, 8.780092900E-02, 9.985749617E+04
       247, 1.773014121E-02, 1.268202582E-01, 8.794082036E-02, 9.985352217E+04
       248, 1.772190967E-02, 1.268362348E-01, 8.806215227E-02, 9.985090643E+04
       249, 1.771477671E-02, 1.268500857E-01, 8.816734522E-02, 9.984855086E+04
       250, 1.770792624E-02, 1.268621872E-01, 8.825849965E-02, 9.984510513E+04
       251,-1.056828531E-03, 1.106839620E-01, 1.354427069E-02, 9.555878731E+04
       252,-3.611340455E-04, 1.109629533E-01, 1.466782197E-02, 9.535907121E+04
       253, 3.885351779E-04, 1.112788019E-01, 1.593634952E-02, 9.512224762E+04
       254, 1.184058822E-03, 1.116327569E-01, 1.736484558E-02, 9.482791448E+04
       255, 2.023763467E-03, 1.120247739E-01, 1.896268713E-02, 9.445813444E+04
       256, 2.909197138E-03, 1.124688945E-01, 2.073199881E-02, 9.401419485E+04
       257, 3.867805700E-03, 1.129700284E-01, 2.266071517E-02, 9.354518109E+04
       258, 4.897147575E-03, 1.135138741E-01, 2.475350307E-02, 9.310237475E+04
       259, 5.950999586E-03, 1.141190669E-01, 2.702200490E-02, 9.269603424E+04
       260, 7.033954155E-03, 1.147788030E-01, 2.945416523E-02, 9.234411423E+04
       261, 8.122227758E-03, 1.154787674E-01, 3.204723568E-02, 9.204779745E+04
       262, 9.231246527E-03, 1.162148095E-01, 3.477336109E-02, 9.186504837E+04
       263, 1.031106724E-02, 1.169809216E-01, 3.762572555E-02, 9.182537395E+04
       264, 1.138258867E-02, 1.177515056E-01, 4.057114325E-02, 9.199100557E+04
       265, 1.240864445E-02, 1.185349070E-01, 4.358506197E-02, 9.237012001E+04
       266, 1.340253577E-02, 1.192795678E-01, 4.663687095E-02, 9.299233606E+04
       267, 1.433813109E-02, 1.200294996E-01, 4.968785611E-02, 9.382426270E+04
       268, 1.518078978E-02, 1.206963083E-01, 5.272942503E-02, 9.474064023E+04
       269, 1.597594163E-02, 1.213503949E-01, 5.569970398E-02, 9.573346637E+04
       270, 1.667182873E-02, 1.219411143E-01, 5.859028345E-02, 9.669216763E+04
       271, 1.726205896E-02, 1.224712968E-01, 6.137401727E-02, 9.756133966E+04
       272, 1.776702536E-02, 1.229557587E-01, 6.402256800E-02, 9.832722290E+04
       273, 1.821980965E-02, 1.234145022E-01, 6.651138424E-02, 9.900423412E+04
       274, 1.856636866E-02, 1.238140846E-01, 6.884267432E-02, 9.953693149E+04
       275, 1.884996584E-02, 1.241696064E-01, 7.100292180E-02, 9.995135475E+04
       276, 1.904238174E-02, 1.244657171E-01, 7.299436211E-02, 1.002418972E+05
       277, 1.919069453E-02, 1.247398812E-01, 7.481048851E-02, 1.004466062E+05
       278, 1.931276490E-02, 1.249903768E-01, 7.645656329E-02, 1.005851573E+05
       279, 1.941154348E-02, 1.252169920E-01, 7.794042927E-02, 1.006700323E+05
       280, 1.945819228E-02, 1.253972490E-01, 7.927502226E-02, 1.006887817E+05
       281, 1.948239960E-02, 1.255606171E-01, 8.046598938E-02, 1.006713256E+05
       282, 1.949714229E-02, 1.257047113E-01, 8.152558869E-02, 1.006290620E+05
       283, 1.950398305E-02, 1.258334077E-01, 8.246477636E-02, 1.005703758E+05
       284, 1.949942380E-02, 1.259486703E-01, 8.329379506E-02, 1.005006086E+05
       285, 1.948853679E-02, 1.260512910E-01, 8.402413526E-02, 1.004267849E+05
       286, 1.946803580E-02, 1.261432151E-01, 8.466614412E-02, 1.003525054E+05
       287, 1.944682485E-02, 1.262222383E-01, 8.522953273E-02, 1.002819422E+05
       288, 1.942745540E-02, 1.262872321E-01, 8.572333922E-02, 1.002164224E+05
       289, 1.940846564E-02, 1.263443302E-01, 8.615468800E-02, 1.001586322E+05
       290, 1.938875327E-02, 1.263946156E-01, 8.653083356E-02, 1.001085995E+05
       291, 1.937155829E-02, 1.264384589E-01, 8.685878094E-02, 1.000663308E+05
       292, 1.935658885E-02, 1.264766419E-01, 8.714439674E-02, 1.000310214E+05
       293, 1.934356414E-02, 1.265098654E-01, 8.739291451E-02, 1.000017595E+05
       294, 1.933224316E-02, 1.265387498E-01, 8.760897848E-02, 9.997765938E+04
       295, 1.932241276E-02, 1.265638437E-01, 8.779669509E-02, 9.995786613E+04
       296, 1.931387804E-02, 1.265856320E-01, 8.795968408E-02, 9.994170584E+04
       297, 1.930647501E-02, 1.266045396E-01, 8.810112794E-02, 9.992841234E+04
       298, 1.930005239E-02, 1.266209404E-01, 8.822381826E-02, 9.991798246E+04
       299, 1.929448766E-02, 1.266351605E-01, 8.833019928E-02, 9.990849923E+04
       300, 1.928882881E-02, 1.266476146E-01, 8.842238748E-02, 9.989911500E+04
       301,-2.136300976E-04, 1.105587713E-01, 1.314532942E-02, 9.612960137E+04
       302, 4.882312193E-04, 1.108401539E-01, 1.427852909E-02, 9.591601477E+04
       303, 1.247681012E-03, 1.111581021E-01, 1.555592638E-02, 9.567693175E+04
       304, 2.052597678E-03, 1.115156796E-01, 1.699457924E-02, 9.538186626E+04
       305, 2.896964658E-03, 1.118972111E-01, 1.861007245E-02, 9.499911591E+04
       306, 3.788026837E-03, 1.123374493E-01, 2.039645751E-02, 9.453376191E+04
       307, 4.751842184E-03, 1.128262507E-01, 2.234624923E-02, 9.404379738E+04
       308, 5.786566710E-03, 1.133786182E-01, 2.445597389E-02, 9.359213965E+04
       309, 6.854225137E-03, 1.139774003E-01, 2.674268843E-02, 9.319616083E+04
       310, 7.954134069E-03, 1.146363869E-01, 2.919158231E-02, 9.286458135E+04
       311, 9.060748120E-03, 1.153245034E-01, 3.180510567E-02, 9.258741616E+04
       312, 1.018541352E-02, 1.160654508E-01, 3.454938433E-02, 9.241538101E+04
       313, 1.128731517E-02, 1.168182642E-01, 3.742326795E-02, 9.238462455E+04
       314, 1.238148474E-02, 1.175902200E-01, 4.038687173E-02, 9.256414458E+04
       315, 1.342925766E-02, 1.183691749E-01, 4.342140968E-02, 9.295426163E+04
       316, 1.445298232E-02, 1.191051905E-01, 4.649246910E-02, 9.359058394E+04
       317, 1.541479184E-02, 1.198552377E-01, 4.956197212E-02, 9.443155543E+04
       318, 1.628805658E-02, 1.205077302E-01, 5.262413296E-02, 9.534648285E+04
       319, 1.710956991E-02, 1.211593616E-01, 5.561319233E-02, 9.633181626E+04
       320, 1.783524191E-02, 1.217453539E-01, 5.852179618E-02, 9.727969015E+04
       321, 1.845952814E-02, 1.222718351E-01, 6.132224204E-02, 9.814239884E+04
       322, 1.899766191E-02, 1.227501148E-01, 6.398780704E-02, 9.890129947E+04
       323, 1.947819389E-02, 1.232078262E-01, 6.649271304E-02, 9.956937032E+04
       324, 1.985684037E-02, 1.236035200E-01, 6.883948396E-02, 1.000968610E+05
